Order_ID,Product_ID,Product_Name,Category,Price,Quantity,Customer_ID,Customer_Location,Order_Date,Delivery_Date,Rating,Order_Status,Gender,Age_Group,Total_Sales
52ea4aa7-4c4d-45bb-a896-25beca13d16c,c3616872-613e-42b4-b203-c1954473a909,Score,Books,7.1,9,1fd869fb-fe19-43a1-aec1-21a28697c532,Lake Patriciaview,2024-09-30,2024-10-11,2,Pending,Female,65+,63.9
26db1228-67b7-4810-9347-498bea7751e8,ec64d8e2-ede9-4511-8a46-342bbe29655f,Team,Beauty,8.04,9,6e3f2e97-d4eb-4925-9626-3ee32d58eacf,Lake Melissa,2024-04-28,2024-01-23,1,Delivered,Male,55-64,72.35999999999999
2e1f8cb3-d759-4297-bf11-03af9a6f4601,9940faa1-f388-4dcc-b0fd-0acbbb95f859,Describe,Toys,6.73,2,6f96d524-bd1e-4e00-a66f-f6a295f93ff1,West Amber,2024-02-21,2024-02-17,4,Returned,Female,18-24,13.46
6938db57-afa2-4991-8fef-51905d1a442b,ccb23d70-ec6c-4009-bb95-087b8ad967ab,Remain,Toys,8.05,3,a421749d-01ee-4bad-8db5-29f2b1abd7f7,Parkerfort,2024-05-23,2024-07-13,3,Pending,Female,35-44,24.150000000000002
33d14325-aae3-4b43-8e40-ec057c2e84f3,ac7e4525-f0a6-42f7-b5e1-c281efc46010,Sure,Sports,6.38,7,8a395f18-a139-42f5-b813-2ba9275d5b47,Lake Joshuastad,2024-03-29,2024-09-02,5,Cancelled,Male,18-24,44.66
8a785faa-f25d-4a73-a0d4-ef656a524596,f001d238-43ad-4232-bd39-edef4aa3604e,Star,Electronics,6.26,2,ab806de4-de5e-495d-8788-1ac47cef7463,Lake Lydia,2024-01-06,2024-03-06,5,Returned,Male,55-64,12.52
5981835f-5604-465d-b739-44cec7153715,f62fd08c-93b2-4dea-8104-31942c2aedb1,Night,Beauty,8.95,3,f8470ae4-c360-4648-99bd-87c8594b5923,New Melinda,2024-06-06,2024-06-29,4,Shipped,Female,65+,26.849999999999998
9df8ed91-2861-4489-b920-c7213055b045,a6bed7fc-4049-4d46-91e3-1bd2ef0c360f,Compare,Home & Kitchen,5.84,6,87646f68-16b8-467e-bb9c-dcf3def994e6,Johnmouth,2024-03-07,2024-07-18,2,Delivered,Female,35-44,35.04
c6e56816-2f6f-4d9c-9f8c-c332a819cb79,9b13cedf-8dd7-4f8a-ad29-60d4164f9563,Among,Books,27.27,7,6d3237ad-970c-430f-973a-a93f3ce067cc,Port Christinaborough,2024-10-02,2024-09-29,3,Shipped,Male,55-64,190.89
ffebd7db-91d6-484b-9635-54c93def8689,5bbd1e32-b63e-42c1-824f-3107d552c93a,Choose,Sports,21.21,9,9fcebf45-5f84-4ddb-b11f-13fc0af5a7e3,North Tamaraside,2024-06-18,2024-08-17,4,Delivered,Male,18-24,190.89000000000001
b9940e24-0321-48cb-8bd9-238afdeca605,140a6190-2f78-4642-946a-bc3d7fac27f5,Protect,Electronics,27.22,8,5f4b2eb6-2b24-4aa4-8e9c-0b15a4a825ec,New Stefanieberg,2024-05-20,2024-08-02,4,Returned,Male,18-24,217.76
0aa93b63-72a2-41f0-b3f0-4e29308f5e5b,567bef5a-79ee-4fc5-a8dc-9fd423b5a98c,Choice,Beauty,5.48,7,da7dd152-3ec9-49c1-bab7-7f808eb5d753,West Theresashire,2024-06-12,2024-02-28,4,Returned,Male,65+,38.36
d5b14305-7a63-4bb2-be0d-e0fb6dc20b35,d66fd6bd-4d6e-4f5c-93b4-f018a401f191,Attack,Electronics,15.96,9,04aaef28-d91d-41cc-bce2-e5bbc3a47fac,North Monicabury,2024-03-15,2024-03-07,1,Shipped,Female,55-64,143.64000000000001
56a370b3-8d32-4b8f-a59c-96796f537474,1f9d3aec-1e45-472b-8cda-983598c71a3b,Identify,Books,21.37,2,359c2c47-9a07-4f52-b5ca-144222945853,West Anthony,2024-01-26,2024-01-13,2,Returned,Female,35-44,42.74
d63b8d98-1ed3-48c2-8e8b-847733f73696,19904084-d01e-481d-a478-f718a82005df,Remain,Clothing,23.87,2,e6e1cf38-d6ba-4cdb-8372-29d50e3f014b,South Lisa,2024-05-27,2024-05-31,3,Delivered,Male,35-44,47.74
f3552b58-4e7c-407e-b33c-61bb9587fa3e,16a48c8d-dbb2-4b17-91a6-46a401123aae,Water,Electronics,16.36,5,224a1803-4af3-48f4-879b-36c5a93287f3,Myerston,2024-03-02,2024-07-29,2,Shipped,Female,55-64,81.8
1dcc8a44-7077-40cd-bf39-bad02635ca30,2f8b3666-b2ee-43f1-9cf0-c7c98e7d5687,Individual,Sports,8.79,9,ffeb67ca-d21b-4307-8063-4a285ac58531,South Crystalton,2024-04-02,2024-09-15,5,Pending,Female,55-64,79.10999999999999
ab32d578-0273-4d57-b761-abfa85e4b8df,1de90343-3dcd-4ccc-bf66-a6a68f92ef4b,Side,Toys,20.03,10,06ab85f2-3fe1-495f-9e04-18e391d1e4d8,North Tyler,2024-09-21,2024-03-25,1,Shipped,Female,65+,200.3
031393ac-5fa2-43e9-833d-78fd30d342ce,4137c2d5-1db8-40fd-bf0e-a77ec10d6c5c,From,Clothing,29.79,10,ae0703ff-0130-4578-8a9f-109c605343b0,North Mark,2024-05-17,2024-01-10,4,Shipped,Female,18-24,297.9
fbf3f0cf-894a-45be-9a32-6dd29d4d7391,0340df9d-5e43-4925-8b33-39f7e7658ae8,Eight,Electronics,28.21,8,25bc5eb1-eee3-42a1-a344-cb820d4084e7,Tonyside,2024-09-07,2024-01-11,3,Shipped,Male,18-24,225.68
30d83fca-a871-4508-b046-ee91975b4740,0e51e888-38f1-471b-97fb-e520e6efb37a,Instead,Automotive,11.16,5,75dc035e-9f7a-45c3-acec-4f36a25e9ab5,West Austin,2024-05-28,2024-05-07,5,Pending,Male,55-64,55.8
5fbe7811-0521-4081-9cd0-272190214bf8,f4f2f9de-b49f-4f58-93d1-2f627662df2e,Party,Sports,7.24,3,adaccc92-342a-44fa-aa6d-d1e4f14e285a,Port Monica,2024-10-04,2024-08-01,5,Returned,Male,45-54,21.72
deb8167a-3e85-42d8-9c92-97fcf385b47f,92edc7f3-a472-4243-91dc-2c4221ddefef,Morning,Books,28.41,6,408a6427-e172-4348-aadd-1b0d949a7035,West Darrell,2024-10-01,2024-06-20,1,Returned,Female,45-54,170.46
b9517718-64f6-4b23-a645-1d028a5ba557,1a72a50e-56da-47dd-8d4a-324f0e264e87,Develop,Books,25.85,4,7d43c8ab-3bc7-4dd9-9e07-9369fb886233,New Michael,2024-03-08,2024-02-03,4,Returned,Male,35-44,103.4
c0e91306-2918-4646-bd88-8a75d5e37998,4248ff0e-12ca-4b96-b068-c2046c23b3a3,Become,Sports,29.03,5,0fa29090-b838-4171-a883-b16839fec484,Michaeltown,2024-07-14,2024-07-12,5,Shipped,Female,35-44,145.15
428f93bb-78b0-487d-90d6-d8dfbb2969c2,1a07a8fa-2b7e-4709-afb7-c12569de280d,Hold,Home & Kitchen,13.92,6,ef1d1b6d-ed29-4664-8864-34a51a0ca79d,Campbellland,2024-09-27,2024-08-20,3,Shipped,Male,45-54,83.52
0b6f1fd8-8f5c-4480-969e-7ae8a51a3319,04c9dc2f-0d56-4d91-ba26-20637ddd1cc1,Here,Clothing,7.42,10,7f39148c-068c-495d-abde-58763200c230,North Christy,2024-08-06,2024-03-10,4,Returned,Female,18-24,74.2
49d6703f-20ae-44da-b274-5aa680b5f660,d2afc68c-0bf3-4ec6-b856-67a97257a81f,Newspaper,Books,9.79,6,088343d1-89ce-4c81-998e-f24e48808070,Carterstad,2024-06-30,2024-05-18,4,Shipped,Male,25-34,58.739999999999995
97caede5-a62e-4777-beaa-e16830abd3fe,e4cfa471-a71c-4542-a78d-3d9f84c42e1f,Miss,Automotive,5.87,9,e428bdee-6985-4d2c-b3e5-3d69a9ab9239,Hintonchester,2024-04-27,2024-08-04,3,Delivered,Male,55-64,52.83
7dd32371-098b-4687-8c37-41816cc0387b,e063d68e-b1b1-43ba-82b4-b445eb02729c,New,Automotive,13.68,1,69378c83-7cf8-49bc-8adb-ee6a6215a0c7,Thomasborough,2024-09-28,2024-07-06,5,Pending,Male,65+,13.68
d4a77d5a-d36c-4aab-89d9-777b609499ae,05f0fd36-5938-40cb-a0c9-467a49050eb1,Suggest,Toys,21.74,9,43b07464-cda0-42a0-932d-2f2ca3d457b4,Johnsonmouth,2024-04-22,2024-03-05,3,Shipped,Male,35-44,195.66
46d01188-a0fa-4dbc-a8db-84c8e1247cf2,d081da8b-9891-4f78-9790-d594d62567ba,Rich,Sports,10.48,6,c7e340f0-e595-4e8a-8f84-62b28ed84449,Batestown,2024-07-30,2024-04-28,5,Pending,Male,45-54,62.88
ba06cd9e-9ded-4731-a7c9-98be5292ed12,aa46d6da-c066-4802-bb56-f804e2adfb8f,Red,Automotive,9.66,1,7b0ee452-87dc-4876-80ed-34bc438580d1,South Sara,2024-04-30,2024-01-09,1,Delivered,Female,55-64,9.66
f45b6266-3cc4-4b48-92b1-a74afbe03ab2,31adb1f3-088f-49e6-ae03-f628f3769c72,Yes,Beauty,13.48,10,f4adcd3f-6647-4eb0-8ff1-c545d160a097,Davidfort,2024-01-04,2024-01-31,5,Cancelled,Female,35-44,134.8
faefd488-83fb-4313-8711-a675294c9a33,685d0a7e-0bee-44f5-81cb-d852853dd2fb,Act,Home & Kitchen,10.68,4,de6fea13-5693-475a-8bb0-9e22bae116ee,Sierraland,2024-03-19,2024-07-06,1,Returned,Male,65+,42.72
8b7100f0-8b46-4f02-bd31-10c65842e33c,4ea31233-e2b7-4623-bb65-4fe1f9f48ee9,You,Beauty,13.74,8,36e8d29a-c088-4f2a-9b84-7238c2a5a960,Perezmouth,2024-04-01,2024-07-21,2,Cancelled,Male,18-24,109.92
b1a172af-b137-4269-8afa-b0bc1c9b9017,0fd8de2a-84f2-46eb-959e-247c7ba77b4b,Three,Clothing,14.47,1,5629a80d-5c50-41ea-9531-3112340922bf,Patriciafort,2024-09-22,2024-08-14,5,Shipped,Female,55-64,14.47
0b93a8af-03ae-4fe6-bb8c-0a4efbe517b3,d2a394e8-d989-4ce3-8392-b2699b96f5fc,Foot,Home & Kitchen,16.75,2,0d785a33-2bfe-411e-a529-5f3a791e8071,West Deannatown,2024-09-30,2024-10-08,1,Returned,Female,35-44,33.5
13bb7152-f2f9-49d1-a19c-2d62fb7b8bd9,599786fa-42ec-47a2-8c03-24759f789957,Start,Beauty,21.04,9,29ae6aff-9440-4029-80e9-3fc99e3e60f2,North Monica,2024-01-20,2024-07-05,3,Cancelled,Male,65+,189.35999999999999
233e3d4d-3a85-438e-887f-3e3888d32d89,d29b8138-7511-476a-87a4-a7bf6446902b,Which,Sports,16.57,6,650d6adb-ddce-42b4-82af-14dcc4313bc9,North Codyfurt,2024-08-08,2024-07-05,4,Delivered,Female,45-54,99.42
73d921b4-4a73-4358-8288-4f443cb39fbc,6e862838-280b-4e9f-8f05-8627f5bbb43b,Fight,Toys,14.97,10,33f0bc43-180a-47d6-8784-46dbab2a4523,South Keith,2024-02-29,2024-08-17,1,Cancelled,Female,18-24,149.70000000000002
2001dc16-bc08-4403-b8e6-00ed6fad7574,6afbab68-1226-4fa9-8c6b-2057140ac4fa,Right,Books,9.16,2,2cbef149-d125-4c0f-addc-266414bc6ff4,New Julie,2024-02-22,2024-04-04,5,Cancelled,Female,55-64,18.32
f7ff9661-bee4-422f-bcd7-f45c7e9e0729,0580c78e-f10f-400a-9a9f-f6c428a0bd77,Marriage,Beauty,28.33,9,247a71c8-6126-41d4-b2e2-2eb996090da3,Romeroburgh,2024-09-16,2024-06-19,4,Cancelled,Female,45-54,254.96999999999997
e17d3d9e-ee82-4145-85c0-4f26f6d5c09b,d3e76a35-bfc4-4bf0-89c8-880766bc2055,Save,Sports,28.61,6,c451f470-8c22-451d-a40a-576a0058e11e,Port Todd,2024-07-23,2024-05-03,5,Delivered,Male,35-44,171.66
392aa76c-58dd-471b-9f29-3185c8a6522e,608e6bc0-de81-427c-b486-f025b1bdd66a,Tell,Clothing,23.87,6,f89c6781-d2c3-4d23-98ed-e178432fefa0,South Williamborough,2024-10-12,2024-02-25,2,Pending,Male,35-44,143.22
afa970e6-06e9-437d-85de-85367c74d138,6ce73604-fd0b-418c-9448-976e302a54d9,Eight,Beauty,25.06,9,216e2e8f-3096-4f7c-bb0c-6051ea895ded,North Emily,2024-02-02,2024-04-21,2,Shipped,Female,65+,225.54
1233010f-8ea2-450e-80f2-1568d042b3f3,746370b5-fe1f-4e5f-9b6a-441c563c0eaa,While,Automotive,19.76,5,ae30c5db-b7b0-429d-912a-0efd328b3ce2,Cruzhaven,2024-03-11,2024-09-09,3,Returned,Male,35-44,98.80000000000001
783dc39e-411c-485b-bc04-fd17eab13d29,1a7fc1af-c044-4b3d-8901-7f082f3637d8,Television,Electronics,18.34,6,ae71dc63-1fea-4ed4-971d-17e971285ada,Port Cherylstad,2024-07-19,2024-06-20,4,Pending,Male,55-64,110.03999999999999
afbdaab2-c703-48c1-b926-55aec60d5ad4,488d282d-fdec-4a29-a1ea-a77867e81d7b,Tell,Clothing,20.46,1,2d7e4e7d-9f28-45c6-8bbf-97a568157a5e,Denniston,2024-09-20,2024-01-15,2,Returned,Male,25-34,20.46
41fcddb8-0826-454e-9657-965840f2dff9,c549aa1f-8d84-465b-86b9-9de373eda34b,Possible,Sports,22.59,2,8ad33a85-bc3f-4652-891a-9eb5df81dd3f,Jamieshire,2024-09-16,2024-03-13,2,Cancelled,Male,25-34,45.18
0c1884e0-d265-4d67-9e96-aad5bb5fff82,ffaa5370-75d9-43a4-8c65-1664f47d8c65,Doctor,Home & Kitchen,22.87,2,a44ad43a-646e-4d5d-b928-454010495c6e,North Aliciahaven,2024-07-06,2024-03-01,2,Delivered,Female,65+,45.74
2cf5c9d2-7eb5-4003-aa4a-a5aa4386aaa1,fd0ec7f6-60e1-45ea-8579-08e4e0257b20,Respond,Sports,20.14,3,5bab4c69-e0fc-40c0-bdfc-4bcf383fd745,Silvaview,2024-01-15,2024-07-05,5,Cancelled,Female,65+,60.42
af8ef6b2-0c69-460b-b98b-32364a227f9a,53d974fd-b5c2-4c58-a063-bbf8ecbe3871,Shoulder,Toys,25.09,5,35abc46e-8eeb-42eb-b537-2dd5947c78f7,West Jennifer,2024-01-29,2024-08-15,1,Shipped,Male,45-54,125.45
b8316925-f900-4b5b-aa98-afff35af66df,7fb56f7e-ce96-4e26-ae97-63d77645a4ff,Around,Electronics,18.98,3,ebdcc153-ede8-4dd0-a1a3-7540c77e1d0c,South Taylor,2024-03-17,2024-10-02,2,Returned,Male,65+,56.94
39538bd7-1061-4f75-8c6f-9faf726a3670,8b826b95-597e-4b29-a40d-c762685d1ed5,Hundred,Books,26.77,6,379c1ab2-8a29-40f7-8d65-1a697c0cbb16,Lake Karenburgh,2024-01-16,2024-08-31,3,Returned,Female,55-64,160.62
e8626a9f-61e5-4b54-8a46-9c469426a1f1,a57cc8cb-b71c-4519-91ea-4230cd27fc03,Become,Home & Kitchen,17.8,8,241bbb19-b4e5-41b8-afe5-337385cdd4a4,Bethhaven,2024-04-27,2024-03-03,2,Returned,Male,18-24,142.4
a42ead7b-145c-4423-ae02-38de8474d96f,399bf57a-0185-4908-b400-d2618cc117d0,Everybody,Toys,18.0,1,65363bca-06ba-440f-9a72-00433dce3c1f,East Cheryl,2024-06-24,2024-08-04,2,Shipped,Male,35-44,18.0
2e6e954c-f291-4a68-9bc6-3f2b27dec381,7fecf934-71ac-4786-bf2e-8c1ec4ee7eaf,Suggest,Beauty,25.59,1,bc6960df-a2c6-4e30-8403-63d8c00e602d,Woodsport,2024-02-21,2024-03-10,4,Shipped,Male,25-34,25.59
16819809-12b5-44b7-bc08-83979734fa82,e7310b1e-9390-4090-a83e-7c29f8637edb,Save,Clothing,29.8,1,a1694d69-5fd9-44d7-8c26-ccb96fe08229,West Teresa,2024-01-26,2024-08-06,4,Pending,Male,45-54,29.8
9e8bd572-263d-47fa-a9cd-7e339acbe7d2,424fe666-c283-4008-99ad-8bb45c228a74,Tax,Electronics,5.23,3,4b4ec489-a6f2-4027-b1c7-c5d9df537fde,New Mark,2024-02-03,2024-03-09,1,Pending,Female,35-44,15.690000000000001
69cb4daf-0d81-4eac-971f-31d9d79b7a8e,118b9f66-2af1-422a-8fd8-0a35867dcbfb,Tough,Home & Kitchen,13.75,10,44424088-0f6d-4571-afc9-7437f1d6b626,Riveraborough,2024-07-06,2024-06-12,2,Pending,Female,35-44,137.5
0c011790-eb44-4f2b-ba4f-c830f02e37bb,0485246b-5866-44b6-9579-7a0b55fa072f,Tax,Books,20.99,4,f500aed3-d2bb-4b67-af75-9d3aee30a024,Luistown,2024-02-26,2024-04-23,1,Pending,Female,45-54,83.96
222f492a-3669-41b8-a65d-56b8addd5178,cd3be21e-ddeb-4630-9773-722cbb5e4e55,Budget,Automotive,5.83,4,e2201926-93ee-4923-9a7d-a11cc44e5f4e,Aaronfort,2024-05-01,2024-10-04,4,Returned,Male,35-44,23.32
8de3b834-f6af-4515-8075-7270bd3fed27,fc648933-b661-4559-9660-4b6764af9058,Hit,Toys,10.99,10,aa72940e-4038-41d4-b245-dfb49b093355,Lake Meganberg,2024-06-13,2024-10-11,3,Pending,Male,35-44,109.9
1ef1aea7-9332-4dd0-8019-81d5e7a827fb,e50f06ad-6441-41f3-afd6-bc87ba600cad,Degree,Beauty,27.01,5,ff1830ba-3f5c-498c-b87b-72fa6b8be3fc,Lake Kelsey,2024-01-30,2024-01-26,5,Pending,Male,45-54,135.05
133364d6-8ef2-4dc0-a452-b2493ec59762,ed2a5663-7980-4864-b125-f65911be95d6,Long,Beauty,11.01,10,e02ab522-165f-45e1-b24c-09e003894868,South Robert,2024-05-20,2024-06-10,1,Shipped,Male,18-24,110.1
